"Name","Major.capsid","Minor.capsid","Baseplate","Major.tail","Minor.tail","Portal","Tail.fiber","Tail.shaft","Collar","HTJ","Other","Confidence","PhageRBPdetect_prediction","PhageRBDdetect_score","ESM_based_label","ESM_based_fiber_prediction"
"lcl|MH631454.2_prot_AXY85028.1_97",0.04,0.02,0.01,0.05,0.23,0,0.11,0.01,0.01,0.01,9.49,1,0,0.00015001353," other",0
"lcl|MH631454.2_prot_AXY85029.1_98",0,0.11,0.01,0,0.01,0.02,0.01,0,0,0.03,9.81,1,0,3.066633e-06," other",0
"lcl|MH631454.2_prot_AXY85030.1_99",0.6,1.89,0.31,0.33,0.38,0.94,0.88,0.3,0.42,0.95,3.01,0.96,0,0.00011813991," other",0
"lcl|MH631454.2_prot_AXY85031.1_100",0.09,0.2,0.06,0.02,0.07,0.05,0.11,0.06,0.05,0.06,9.23,1,0,1.3288444e-05," other",0
"lcl|MH631454.2_prot_AXY85032.1_101",0,0.09,0,0,0.01,0.09,0.01,0,0,0.02,9.76,1,0,1.1390991e-07," other",0
"lcl|MH631454.2_prot_AXY85033.1_102",1.11,0.12,0.12,0.08,0.81,0.05,0.07,0.03,0.14,0.49,6.98,0.99,0,6.3995735e-08," other",0
"lcl|MH631454.2_prot_AXY85034.1_103",0,0,0,0,0,0,0.01,0,0.01,0,9.97,1,0,1.4787145e-05," other",0
"lcl|MH631454.2_prot_AXY85035.1_104",0,0.68,0,0,0.01,0.01,0.03,0,0,0.02,9.25,1,0,6.193582e-07," other",0
"lcl|MH631454.2_prot_AXY85036.1_105",0,0.03,0.02,0.01,0,0,0.01,0,0.01,0.02,9.89,1,0,1.5274149e-05," other",0
"lcl|MH631454.2_prot_AXY85037.1_106",0,0,0,0,0,0,0,0,0,0,10,1,0,9.8834884e-05," other",0
"lcl|MH631454.2_prot_AXY85038.1_107",0.04,0.03,0.02,0,0.03,0.04,0.04,0.01,0.03,0.11,9.64,1,0,1.369057e-05," other",0
"lcl|MH631454.2_prot_AXY85039.1_108",0.45,0.61,1.99,0.49,1.01,0.39,1.06,0.35,0.85,0.73,2.08,0.96,0,1.1171762e-05," other",0
"lcl|MH631454.2_prot_AXY85040.1_109",1.71,0.39,0.16,0.18,0.18,0.64,0.32,0.13,0.77,0.25,5.27,0.98,0,7.712485e-07," other",0
"lcl|MH631454.2_prot_AXY85041.1_110",0.11,0.29,0.26,0.13,0.25,0.51,0.43,0.28,0.15,0.2,7.39,0.99,0,7.996483e-06," other",0
"lcl|MH631454.2_prot_AXY85042.1_111",0.02,0.2,0.08,0.02,0.09,0.04,0.12,0.01,0.04,0.03,9.34,1,0,3.624671e-06," other",0
"lcl|MH631454.2_prot_AXY85043.1_112",0.07,0.54,0.16,0.07,0.08,1.71,0.18,0.08,0.18,0.66,6.27,0.98,0,6.2999643e-06," other",0
"lcl|MH631454.2_prot_AXY85044.1_113",0.04,0.22,0.07,0.11,0.16,0.23,0.18,0.05,0.12,0.31,8.5,0.99,0,4.837572e-06," other",0
"lcl|MH631454.2_prot_AXY85045.1_114",0,0,0,0,0,0,0,0,0,0,9.99,1,0,1.8078929e-06," other",0
"lcl|MH631454.2_prot_AXY85046.1_115",0,0.05,0.02,0.01,0.01,0.05,0.01,0,0.01,8.68,1.18,0.95,0,4.6286246e-07," other",0
"lcl|MH631454.2_prot_AXY85047.1_116",0.01,0.06,0.02,0,0.02,1,0.04,0.01,0.07,0.1,8.67,1,0,3.1660156e-06," other",0
"lcl|MH631454.2_prot_AXY85048.1_117",0.09,0.31,0.12,0.07,0.21,0.17,0.27,0.08,0.17,0.22,8.3,0.99,0,2.0633752e-05," other",0
"lcl|MH631454.2_prot_AXY85049.1_118",0,0,0,0,0,0,0,0,0,0,10,1,0,5.2389473e-06," other",0
"lcl|MH631454.2_prot_AXY85050.1_119",0.01,0.06,0.01,0,0.06,0.07,0.07,0.01,0.06,0.01,9.64,1,0,2.2355835e-08," other",0
"lcl|MH631454.2_prot_AXY85051.1_120",0.09,0.11,0.21,0.07,0.38,0.14,0.36,0.03,0.2,0.08,8.33,0.99,0,2.3853062e-07," other",0
"lcl|MH631454.2_prot_AXY85052.1_121",0.03,0.19,0.03,0.07,0.13,0.19,0.14,0.05,0.11,0.2,8.85,1,0,4.12454e-06," other",0
"lcl|MH631454.2_prot_AXY85053.1_122",0.01,0.06,0.07,0.03,0.74,0.79,0.05,0.01,0.03,0.21,8,0.99,0,6.600533e-07," other",0
"lcl|MH631454.2_prot_AXY85054.1_123",0.01,0,0.01,0,0.14,0.01,0,0,0.03,0.26,9.54,1,0,7.249839e-05," other",0
"lcl|MH631454.2_prot_AXY85055.1_124",0.23,0.75,0.35,0.19,0.2,2.67,0.46,0.2,0.4,0.33,4.21,0.97,0,6.162944e-05," other",0
"lcl|MH631454.2_prot_AXY85056.1_125",0,0.04,0,0,0.01,0.12,0.01,0,0.01,0.08,9.72,1,0,5.853607e-07," other",0
"lcl|MH631454.2_prot_AXY85057.1_126",0.02,0.07,0.01,0.01,0.02,0.03,0.05,0.01,0.1,0.02,9.67,1,0,1.2430853e-05," other",0
"lcl|MH631454.2_prot_AXY85058.1_127",0.05,0.42,0.06,0.1,0.2,0.22,0.19,0.05,0.09,0.11,8.5,0.99,0,3.5370505e-07," other",0
"lcl|MH631454.2_prot_AXY85059.1_128",0.01,0.03,0.02,0.07,0.55,0.01,0.05,0.04,0.01,0.03,9.19,1,0,2.4934266e-08," other",0
"lcl|MH631454.2_prot_AXY85060.1_129",0.61,1.28,0.65,0.1,0.11,0.33,0.58,0.11,0.11,0.11,6.01,0.98,0,7.2101716e-06," other",0
"lcl|MH631454.2_prot_AXY85061.1_130",0,0.03,0.01,0,0.02,0.08,0.02,0.01,0.04,0.08,9.71,1,0,2.320368e-06," other",0
"lcl|MH631454.2_prot_AXY85062.1_131",0.02,0.04,0.37,0.08,0.07,0.08,0.16,0.01,0.04,0.01,9.11,1,0,1.0114536e-06," other",0
"lcl|MH631454.2_prot_AXY85063.1_132",0.06,0.58,0.06,0.08,0.13,0.22,0.14,0.03,0.08,1.47,7.14,0.99,0,1.652611e-05," other",0
"lcl|MH631454.2_prot_AXY85064.1_133",0.49,0.79,0.75,0.72,0.84,0.58,0.82,0.54,0.37,0.71,3.39,0.97,0,2.3088014e-06," other",0
"lcl|MH631454.2_prot_AXY85065.1_134",0.08,0.19,0.53,0.22,0.11,0.14,0.56,0.08,0.27,0.24,7.58,0.99,0,7.212828e-07," other",0
"lcl|MH631454.2_prot_AXY85066.1_135",0.73,1.66,0.21,0.35,0.34,0.38,0.41,0.19,0.08,0.33,5.33,0.98,0,1.09988484e-07," other",0
"lcl|MH631454.2_prot_AXY85067.1_136",2.45,0.48,0.28,0.38,0.3,0.91,0.25,0.26,0.28,0.53,3.87,0.97,0,1.1087677e-06," other",0
"lcl|MH631454.2_prot_AXY85068.1_137",0.13,0.36,0.3,0.17,0.2,0.43,0.7,0.18,0.9,0.26,6.37,0.98,0,1.2666617e-06," other",0
"lcl|MH631454.2_prot_AXY85069.1_138",0.03,0.36,0.04,0.03,0.06,0.39,0.11,0.04,0.04,0.16,8.75,1,0,3.6211884e-06," other",0
"lcl|MH631454.2_prot_AXY85070.1_139",0.18,0.67,0.21,0.18,0.28,0.16,0.54,0.12,0.27,2.22,5.17,0.98,0,0.0001360597," other",0
"lcl|MH631454.2_prot_AXY85071.1_140",0.14,0.78,0.48,0.19,0.38,0.67,0.73,0.22,0.32,0.77,5.32,0.98,0,3.4161214e-08," other",0
"lcl|MH631454.2_prot_AXY85072.1_141",0,0.14,0.01,0.01,0.03,0.01,0.58,0,0.03,0.05,9.15,1,0,5.017806e-06," other",0
"lcl|MH631454.2_prot_AXY85073.1_142",0.02,0.05,0.01,0,0.02,2.28,0.01,0.01,0.08,0.21,7.3,0.99,0,4.0332653e-09," other",0
"lcl|MH631454.2_prot_AXY85074.1_143",0.17,0.26,0.08,0.98,0.04,4.74,0.1,0.07,0.38,0.64,2.54,0.91,0,4.4099022e-05," other",0
"lcl|MH631454.2_prot_AXY85075.1_144",0.01,0.16,0.03,0.05,0.06,0.05,0.13,0.01,0.02,0.11,9.37,1,0,1.1429306e-07," other",0
"lcl|MH631454.2_prot_AXY85076.1_145",0.54,3.03,0.33,0.32,0.33,0.85,0.39,0.21,0.18,0.29,3.54,0.97,0,9.175366e-06," other",0
"lcl|MH631454.2_prot_AXY85077.1_146",0,0.11,0,0,0.02,1.04,0.04,0,0.03,0.02,8.72,1,0,2.6754728e-06," other",0
"lcl|MH631454.2_prot_AXY85078.1_147",0.01,0.07,0.01,0,0.03,0.07,0.06,0.01,0.04,0.38,9.31,1,0,2.2412676e-06," other",0
"lcl|MH631454.2_prot_AXY85079.1_148",0.03,0.11,0.07,0.11,0.21,0.06,0.25,0.06,0.18,0.18,8.75,1,0,2.0469217e-05," other",0
"lcl|MH631454.2_prot_AXY85080.1_149",0.06,0.09,0.03,0.36,0.06,0.09,0.07,0.02,0.09,0.12,9.01,1,0,1.5474205e-05," other",0
"lcl|MH631454.2_prot_AXY85081.1_150",0.05,0.13,0.09,0.06,0.73,0.05,6.74,0.04,1.79,0.03,0.29,0.81,1,0.9990392," tail_fiber",1
"lcl|MH631454.2_prot_AXY85082.1_151",0,0.01,0.02,0,0.03,0,9.74,0.01,0.16,0,0.02,0.98,1,0.99751925," tail_fiber",1
"lcl|MH631454.2_prot_AXY85083.1_152",0.82,1.12,1.21,0.27,0.69,0.4,0.72,0.24,0.35,2.2,1.98,0.57,0,5.9862583e-07," minor_tail",0
"lcl|MH631454.2_prot_AXY85084.1_153",0.15,0.34,0.38,0.43,0.7,0.43,4.97,0.5,1.35,0.13,0.62,0.65,1,0.99228466," other",0
"lcl|MH631454.2_prot_AXY85085.1_154",0.18,0.53,1.92,0.3,0.37,0.68,4.3,0.29,0.63,0.28,0.52,0.57,1,0.8111985," other",0
"lcl|MH631454.2_prot_AXY85086.1_155",0.81,0.29,2.13,1.59,1.2,0.27,0.77,0.12,0.72,0.2,1.89,0.71,0,0.0007547896," other",0
"lcl|MH631454.2_prot_AXY85087.1_156",0.88,3.69,0.3,0.1,0.46,0.4,2.5,0.08,0.32,0.15,1.12,0.11,0,0.45340043," other",0
"lcl|MH631454.2_prot_AXY85088.1_157",0.24,0.3,0.21,0.08,0.29,3.47,0.17,0.08,0.22,1.13,3.81,0.97,0,0.0009481826," other",0
"lcl|MH631454.2_prot_AXY85089.1_158",0.69,0.22,0.16,0.04,0.25,2.12,0.24,0.04,0.17,2.37,3.69,0.97,0,4.1593685e-05," other",0
"lcl|MH631454.2_prot_AXY85090.1_159",0.12,0.04,0.25,0.42,6.79,0.05,0.67,0.03,0.54,0.03,1.05,0.92,1,0.98813486," minor_tail",0
"lcl|MH631454.2_prot_AXY85091.1_160",0.02,0.05,0.03,9.75,0.05,0.01,0.04,0.01,0.01,0.01,0.03,0.99,0,0.107704215," major_tail",0
"lcl|MH631454.2_prot_AXY85092.1_161",0.08,0.32,2.66,0.17,0.37,0.19,0.46,0.07,0.11,1.47,4.11,0.97,0,4.8280726e-05," other",0
"lcl|MH631454.2_prot_AXY85093.1_162",1.06,2.55,0.13,0.26,0.27,0.71,0.56,0.25,0.22,1.1,2.9,0.96,0,0.0010700226," other",0
"lcl|MH631454.2_prot_AXY85094.1_163",0.05,0.29,0.24,0.17,0.38,0.39,0.23,0.07,0.14,2.4,5.65,0.98,0,0.0010180343," other",0
"lcl|MH631454.2_prot_AXY85095.1_164",8.79,0.63,0.02,0.03,0.04,0.16,0.03,0.02,0.02,0.09,0.17,1,0,4.9866903e-05," major_capsid",0
"lcl|MH631454.2_prot_AXY85096.1_165",0.05,0.19,0.09,0.07,0.05,0.13,0.13,0.06,0.12,0.11,9.02,1,0,1.28638585e-05," other",0
"lcl|MH631454.2_prot_AXY85097.1_166",0.12,0.4,0.2,4.14,0.3,0.08,0.48,0.08,0.19,0.1,3.91,0.75,0,0.0025725462," other",0
"lcl|MH631454.2_prot_AXY85098.1_167",0.05,0.03,0.01,0,0.01,9.74,0.02,0.01,0.03,0.03,0.09,1,0,0.00010189951," portal",0
"lcl|MH631454.2_prot_AXY85099.1_168",0.01,0.2,0.01,0,0.02,0.06,0.03,0.01,0.03,0.04,9.6,1,0,4.3419845e-09," other",0
"lcl|MH631454.2_prot_AXY85100.1_169",0.12,0.45,0.17,0.13,0.2,0.56,0.29,0.18,0.38,0.54,6.97,0.99,0,6.456889e-06," other",0
"lcl|MH631454.2_prot_AXY85101.1_170",0.14,0.08,0.01,0.01,0.02,0.29,0.05,0.03,0.03,0.28,9.04,1,0,3.9065303e-06," other",0
"lcl|MH631454.2_prot_AXY85102.1_171",0.05,0.1,0.45,0.06,0.23,0.08,4.58,0.03,4.03,0.03,0.36,0.61,1,0.9997521," other",0
"lcl|MH631454.2_prot_AXY85103.1_172",0,0,0,0,0,0,0,0,0,0,10,1,0,2.0535262e-08," other",0
"lcl|MH631454.2_prot_AXY85104.1_173",0.39,2.36,0.03,0.11,0.26,0.48,0.1,0.03,0.07,0.28,5.89,0.98,0,1.4107319e-07," other",0
"lcl|MH631454.2_prot_AXY85105.1_174",0,0,0,0,0,0,0,0,0,0,9.99,1,0,8.3634215e-05," other",0
"lcl|MH631454.2_prot_AXY85106.1_175",0.01,0.32,0.02,0.02,0.05,0.05,0.06,0.01,0.04,0.07,9.35,1,0,3.6071535e-06," other",0
"lcl|MH631454.2_prot_AXY85107.1_176",2.32,0.46,0.04,0.02,0.15,0.07,0.05,0.04,0.16,0.12,6.57,0.98,0,5.24389e-09," other",0
"lcl|MZ501113.1_prot_QXV85838.1_1",0.14,0.33,0.14,0.06,0.1,0.82,0.14,0.04,0.17,2.87,5.19,0.98,0,0.00072540826," other",0
"lcl|MZ501113.1_prot_QXV85839.1_2",0.02,0.13,0.04,0.02,0.05,0.48,0.12,0.02,0.08,0.11,8.93,1,0,4.178874e-05," other",0
"lcl|MZ501113.1_prot_QXV85840.1_3",0.1,0.1,0.42,0.13,0.3,0.1,0.95,7.46,0.17,0.05,0.23,1,0,0.00019210328," shaft",0
"lcl|MZ501113.1_prot_QXV85841.1_4",0.58,0.44,2.16,0.96,0.48,1.38,0.24,0.39,0.48,0.35,2.55,0.96,0,1.495658e-06," other",0
"lcl|MZ501113.1_prot_QXV85842.1_5",0.06,0.4,0.06,0.08,0.07,6.12,0.09,0.03,0.12,0.15,2.83,0.96,0,1.1718964e-06," portal",0
"lcl|MZ501113.1_prot_QXV85843.1_6",0,0,0,0,0,0.03,0,0,0,8.92,1.04,0.96,0,3.6060735e-06," other",0
"lcl|MZ501113.1_prot_QXV85844.1_7",0.22,6.18,0.08,0.05,0.06,0.18,0.2,0.04,0.08,0.07,2.84,0.2,0,0.0001993125," other",0
"lcl|MZ501113.1_prot_QXV85845.1_8",1.11,0.64,0.39,0.32,0.17,1.18,0.88,0.97,0.32,0.34,3.69,0.97,0,3.1227598e-06," other",0
"lcl|MZ501113.1_prot_QXV85846.1_9",0.8,1.52,0.17,0.65,0.25,0.42,0.21,0.19,0.08,0.19,5.51,0.98,0,1.8594808e-05," other",0
"lcl|MZ501113.1_prot_QXV85847.1_10",9.2,0.16,0.03,0.06,0.08,0.06,0.09,0.02,0.07,0.02,0.19,1,0,8.518298e-06," major_capsid",0
"lcl|MZ501113.1_prot_QXV85848.1_11",1.86,0.96,0.51,0.33,0.31,2.93,0.8,0.21,0.44,0.55,1.1,0.83,0,0.009547434," major_capsid",0
"lcl|MZ501113.1_prot_QXV85849.1_12",0.05,0.25,0.06,0.14,0.13,0.13,0.16,0.16,0.13,0.08,8.71,1,0,9.422653e-07," other",0
"lcl|MZ501113.1_prot_QXV85850.1_13",0,0.01,0,0,0,0,0,0,0,0.03,9.96,1,0,2.4212554e-06," other",0
"lcl|MZ501113.1_prot_QXV85851.1_14",0,1.62,0.01,0.01,0.01,0,0.01,0,0.01,2.1,6.24,0.98,0,9.831526e-09," other",0
"lcl|MZ501113.1_prot_QXV85852.1_15",0.19,0.34,0.23,6.75,0.47,0.08,1.02,0.16,0.27,0.12,0.38,0.92,0,0.0015460006," tail_fiber",1
"lcl|MZ501113.1_prot_QXV85853.1_16",0.18,0.46,0.12,0.16,0.21,0.18,0.33,0.14,0.25,0.37,7.61,0.99,0,3.6938602e-06," other",0
"lcl|MZ501113.1_prot_QXV85854.1_17",0.07,0.25,0.08,0.05,0.12,0.18,0.18,0.09,0.14,0.41,8.42,0.99,0,2.0441965e-05," other",0
"lcl|MZ501113.1_prot_QXV85855.1_18",0,0.02,0.02,0.24,0,0.06,0.01,0.01,0,0.29,9.35,1,0,9.435314e-07," other",0
"lcl|MZ501113.1_prot_QXV85856.1_19",0,0,0,0,0,0,0,0,0,0,10,1,0,7.8954565e-07," other",0
"lcl|MZ501113.1_prot_QXV85857.1_20",0,0.01,0,0,0,0,0,0,0.01,0.04,9.93,1,0,1.9714122e-07," other",0
"lcl|MZ501113.1_prot_QXV85858.1_21",0.01,0.7,0.02,0.01,0.08,0.82,0.13,0.01,0.04,0.28,7.89,0.99,0,0.0005182842," other",0
"lcl|MZ501113.1_prot_QXV85859.1_22",0,0.01,9.91,0,0.01,0,0.01,0,0,0,0.05,1,0,4.524983e-05," baseplate",0
"lcl|MZ501113.1_prot_QXV85860.1_23",0,0.1,6.77,0.01,0.01,0.01,0.06,0,0.01,0.45,2.58,0.94,0,0.00028588186," baseplate",0
"lcl|MZ501113.1_prot_QXV85861.1_24",0.01,0.1,0.1,0.03,0.08,0.04,0.08,0.02,0.04,0.59,8.91,1,0,8.3117426e-05," other",0
"lcl|MZ501113.1_prot_QXV85862.1_25",0.49,0.65,0.41,0.48,1.13,0.91,0.98,0.36,0.37,0.54,3.68,0.97,0,0.0029868532," other",0
"lcl|MZ501113.1_prot_QXV85863.1_26",0.12,0.24,1.79,0.3,1.48,0.46,0.8,0.26,0.19,1.02,3.35,0.97,0,0.00027211543," other",0
"lcl|MZ501113.1_prot_QXV85864.1_27",4.98,0.82,0.22,0.38,0.34,1.06,0.43,0.32,0.23,0.35,0.87,0.93,0,0.00021558219," other",0
"lcl|MZ501113.1_prot_QXV85865.1_28",0.19,1.64,3.93,0.39,0.32,0.33,1.15,0.18,0.48,0.26,1.13,0.81,0,0.0001452649," baseplate",0
"lcl|MZ501113.1_prot_QXV85866.1_29",0.12,0.28,0.41,0.4,3.95,0.31,2.42,0.25,0.63,0.26,0.96,0.8,0,0.00051045156," other",0
"lcl|MZ501113.1_prot_QXV85867.1_30",1.49,0.09,0.38,2.78,0.98,0.09,0.15,0.4,0.13,0.26,3.26,0.97,0,3.1052215e-05," other",0
"lcl|MZ501113.1_prot_QXV85868.1_31",0.72,0.51,0.34,0.38,0.23,3.44,0.53,0.29,0.38,1.02,2.17,0.86,0,0.0027550664," other",0
"lcl|MZ501113.1_prot_QXV85869.1_32",0.99,0.58,0.98,0.35,0.4,2.31,1.85,0.38,0.38,0.54,1.25,0.82,0,0.0025961527," other",0
"lcl|MZ501113.1_prot_QXV85870.1_33",0.02,0.2,0.07,0.07,0.06,0.21,0.16,0.02,0.2,0.53,8.47,0.99,0,2.4572438e-07," other",0
"lcl|MZ501113.1_prot_QXV85871.1_34",0.12,0.6,0.19,0.08,0.15,1.15,0.27,0.08,0.19,0.34,6.85,0.98,0,2.5424084e-05," other",0
"lcl|MZ501113.1_prot_QXV85872.1_35",0,0,0,0,0,0,0,0,0,0,9.99,1,0,8.415727e-11," other",0
"lcl|MZ501113.1_prot_QXV85873.1_36",0.01,0.21,0.04,0.01,0.04,0.12,0.13,0.06,0.06,0.08,9.24,1,0,1.7775992e-05," other",0
"lcl|MZ501113.1_prot_QXV85874.1_37",0.04,0.35,0.04,0.02,0.31,0.19,0.09,0.02,0.08,0.16,8.7,1,0,0.0007195563," other",0
"lcl|MZ501113.1_prot_QXV85875.1_38",0,0.01,0,0,0.01,0,0.01,0,0,0,9.96,1,0,5.2933643e-07," other",0
"lcl|MZ501113.1_prot_QXV85876.1_39",0.03,0.15,0.03,0.14,0.72,2.98,0.09,0.01,0.03,0.01,5.8,0.98,0,3.390572e-05," other",0
"lcl|MZ501113.1_prot_QXV85877.1_40",0.07,0.51,0.29,0.11,0.24,0.49,0.42,0.11,0.16,4.46,3.15,0.69,0,2.5342482e-05," other",0
"lcl|MZ501113.1_prot_QXV85878.1_41",0,0.01,0,0,0.01,0,0.02,0,0,0,9.96,1,0,8.441214e-05," other",0
"lcl|MZ501113.1_prot_QXV85879.1_42",0,0.01,0,0,0.03,0,0.02,0,0,0.02,9.91,1,0,8.704405e-07," other",0
"lcl|MZ501113.1_prot_QXV85880.1_43",0.04,3.47,0.02,0.01,0.01,0.07,0.02,0,0.01,0.14,6.22,0.98,0,0.00011624777," other",0
"lcl|MZ501113.1_prot_QXV85881.1_44",0,0.04,0,0,0,0.01,0.01,0,0.01,0.02,9.91,1,0,1.6708005e-07," other",0
"lcl|MZ501113.1_prot_QXV85882.1_45",0,0.08,0.01,0.02,0.02,0.02,0.15,0,0.07,0.16,9.46,1,0,1.1406606e-06," other",0
"lcl|MZ501113.1_prot_QXV85883.1_46",0.15,0.15,0.17,0.1,0.23,0.12,7.56,0.11,0.54,0.12,0.76,0.86,0,5.594726e-05," tail_fiber",1
"lcl|MZ501113.1_prot_QXV85884.1_47",0,0,0,0,0,0,8.55,0,0,0,1.45,0.93,0,1.3413744e-05," tail_fiber",1
"lcl|MZ501113.1_prot_QXV85885.1_48",0,0,0,0,0,0,0,0,0.01,0,9.99,1,0,4.131445e-06," other",0
"lcl|MZ501113.1_prot_QXV85886.1_49",0.07,0.97,0.09,0.04,0.13,0.23,0.3,0.11,0.21,0.3,7.54,0.99,0,0.00032549136," other",0
"lcl|MZ501113.1_prot_QXV85887.1_50",0.5,0.63,0.1,0.08,0.23,0.51,0.59,0.07,0.16,0.69,6.44,0.98,0,2.96365e-06," other",0
"lcl|MZ501113.1_prot_QXV85888.1_51",0.01,0.11,0.01,0.04,0.07,0.06,0.07,0.01,0.04,0.1,9.48,1,0,1.5010914e-05," other",0
"lcl|MZ501113.1_prot_QXV85889.1_52",0.17,0.36,0.56,0.12,0.24,0.28,0.34,0.12,0.18,0.26,7.37,0.99,0,1.5476802e-07," other",0
"lcl|MZ501113.1_prot_QXV85890.1_53",0,0,0,0,0,0,0,0,0,0,9.99,1,0,3.2898708e-07," other",0
"lcl|MZ501113.1_prot_QXV85891.1_54",0,0.01,0.01,0,0.01,0.06,0.03,0,0.01,0.01,9.86,1,0,1.4754906e-07," other",0
"lcl|MZ501113.1_prot_QXV85892.1_55",0,0.06,0,0.01,0.02,0.01,0.02,0,0.01,0.02,9.84,1,0,9.56123e-09," other",0
"lcl|MZ501113.1_prot_QXV85893.1_56",0,0.02,0,0,0,0,0,0,0,0.01,9.97,1,0,1.4629895e-06," other",0
"lcl|MZ501113.1_prot_QXV85894.1_57",0.06,0.06,0.05,0.01,0.02,0.03,0.18,0.01,0.02,0.06,9.5,1,0,4.4934572e-07," other",0
"lcl|MZ501113.1_prot_QXV85895.1_58",0,0,0,0,0,0,0,0,0,0.01,9.98,1,0,1.8704561e-08," other",0
"lcl|MZ501113.1_prot_QXV85896.1_59",0.23,0.62,0.05,0.04,0.07,0.12,0.14,0.04,0.37,0.19,8.13,0.99,0,0.00080531894," other",0
"lcl|MZ501113.1_prot_QXV85897.1_60",0,0.15,0.01,0,0.02,0.01,0.03,0.01,0.01,0.03,9.73,1,0,2.4751635e-06," other",0
"lcl|MZ501113.1_prot_QXV85898.1_61",0.01,0.09,0.05,0.03,0.03,0.08,0.04,0.02,0.03,0.04,9.58,1,0,0.00015393316," other",0
"lcl|MZ501113.1_prot_QXV85899.1_62",0.04,0.23,0.13,0.14,0.14,0.2,0.38,0.06,0.27,0.15,8.25,0.99,0,1.1683334e-06," other",0
"lcl|MZ501113.1_prot_QXV85900.1_63",0.03,0.57,0.04,0.04,0.11,0.31,0.16,0.04,0.06,0.12,8.52,0.99,0,0.00015409294," other",0
"lcl|MZ501113.1_prot_QXV85901.1_64",0,0.06,0,0,0.02,0.01,0.02,0,0,0.01,9.88,1,0,1.8878166e-07," other",0
"lcl|MZ501113.1_prot_QXV85902.1_65",0.13,0.48,0.17,0.15,0.24,0.62,0.48,0.15,0.26,0.21,7.11,0.99,0,5.056283e-06," other",0
"lcl|MZ501113.1_prot_QXV85903.1_66",0,0,0,0,0,0,0,0,0,0,10,1,0,1.825184e-07," other",0
"lcl|MZ501113.1_prot_QXV85904.1_67",0.02,0.28,0.07,0.09,0.35,0.06,0.22,0.02,0.03,0.29,8.57,1,0,1.4951902e-06," other",0
"lcl|MZ501113.1_prot_QXV85905.1_68",0.04,0.13,0.05,0.08,0.11,0.24,0.13,0.03,0.13,0.12,8.93,1,0,2.8682189e-05," other",0
"lcl|MZ501113.1_prot_QXV85906.1_69",0.01,0.1,0.01,0,0.09,0.16,0.18,0.02,0.06,0.05,9.32,1,0,6.943716e-05," other",0
"lcl|MZ501113.1_prot_QXV85907.1_70",0.11,0.31,0.15,0.1,0.69,0.14,0.33,0.17,0.2,1.21,6.58,0.98,0,8.4612867e-07," other",0
"lcl|MZ501113.1_prot_QXV85908.1_71",0,0,0,0,0,0,0,0,0,0,10,1,0,9.490462e-09," other",0
"lcl|MZ501113.1_prot_QXV85909.1_72",0,0,0,0,0,0,0,0,0,0,9.99,1,0,1.877408e-08," other",0
"lcl|MZ501113.1_prot_QXV85910.1_73",0,0,0,0,0,0,0,0,0,0,9.99,1,0,7.45937e-06," other",0
"lcl|MZ501113.1_prot_QXV85911.1_74",0,0.06,0,0.01,0.01,0.09,0.21,0.01,0.08,0.16,9.37,1,0,6.9815184e-07," other",0
"lcl|MZ501113.1_prot_QXV85912.1_75",0.05,0.18,0.05,0.58,0.36,0.05,0.14,0.02,0.06,0.09,8.41,0.99,0,1.6455971e-06," other",0
"lcl|MZ501113.1_prot_QXV85913.1_76",0.01,0.18,0.06,0.01,0.14,0.18,0.1,0.03,0.08,1.36,7.84,0.99,0,6.9445574e-05," other",0
"lcl|MZ501113.1_prot_QXV85914.1_77",0.49,0.44,0.06,0.03,0.14,1.27,0.1,0.22,0.11,0.39,6.75,0.98,0,2.4118779e-06," other",0
"lcl|MZ501113.1_prot_QXV85915.1_78",0,0.15,0,0,0.01,0.03,0.02,0,0.01,0.15,9.63,1,0,2.702071e-06," other",0
"lcl|MZ501113.1_prot_QXV85916.1_79",0.01,0.06,0.05,0.01,0.03,0.44,0.09,0.02,0.08,0.05,9.14,1,0,1.4051348e-05," other",0
"lcl|MZ501113.1_prot_QXV85917.1_80",0,0.01,0,0,0.02,0,9.87,0.01,0.07,0,0.01,1,1,0.9999795," tail_fiber",1
"lcl|MZ501113.1_prot_QXV85918.1_81",0.5,0.76,1.44,0.66,1.16,0.37,1.9,0.78,0.48,0.88,1.08,0.36,1,0.9986386," other",0
"lcl|MZ501113.1_prot_QXV85919.1_82",0.04,0.44,2.33,0.04,0.15,0.04,5.93,0.15,0.37,0.08,0.43,0.71,1,0.99582785," other",0
"lcl|MZ501113.1_prot_QXV85920.1_83",0.02,0.12,0.18,0.02,0.47,0.02,8.2,0.09,0.66,0.01,0.21,0.91,1,0.99971503," tail_fiber",1
"lcl|MZ501113.1_prot_QXV85921.1_84",0.01,0.16,0.04,0.03,1.07,0.29,5.23,0.03,0.89,0.05,2.2,0.67,1,0.99926096," tail_fiber",1
"lcl|MZ501113.1_prot_QXV85922.1_85",0.02,0.12,0.08,0.03,0.04,0.13,0.08,0.02,0.03,0.06,9.41,1,0,4.3120818e-07," other",0
"lcl|MZ501113.1_prot_QXV85923.1_86",0.05,0.18,0.03,0.02,0.04,0.14,0.08,0.05,0.28,1.35,7.78,0.99,0,1.6939925e-06," other",0
